symbol;currency_group;currency_base;currency_quote
"TWD/LBP";"Exotic-Cross";"Taiwan Dollar";"Lebanese Pound"
"TWD/MXN";"Exotic-Cross";"Taiwan Dollar";"Mexican Peso"
"TWD/MYR";"Exotic-Cross";"Taiwan Dollar";"Malaysian Ringgit"
"TWD/NAD";"Exotic-Cross";"Taiwan Dollar";"Namibian Dollar"
"TWD/NPR";"Exotic-Cross";"Taiwan Dollar";"Nepalese Rupee"
"TWD/NZD";"Exotic-Cross";"Taiwan Dollar";"New Zealand Dollar"
"TWD/PAB";"Exotic-Cross";"Taiwan Dollar";"Panamanian Balboa"
"TWD/PHP";"Exotic-Cross";"Taiwan Dollar";"Philippine Peso"
"TWD/PKR";"Exotic-Cross";"Taiwan Dollar";"Pakistani Rupee"
"TWD/RON";"Exotic-Cross";"Taiwan Dollar";"Romanian Leu"
"TWD/SEK";"Exotic-Cross";"Taiwan Dollar";"Swedish Krona"
"TWD/SGD";"Exotic-Cross";"Taiwan Dollar";"Singapore Dollar"
"TWD/THB";"Exotic-Cross";"Taiwan Dollar";"Thai Baht"
"TWD/USD";"Exotic";"Taiwan Dollar";"US Dollar"
"TWD/VEF";"Exotic-Cross";"Taiwan Dollar";"Venezuelan Bolivar"
"TWD/XAF";"Exotic-Cross";"Taiwan Dollar";"Central African CFA franc"
"TWD/XCD";"Exotic-Cross";"Taiwan Dollar";"East Caribbean Dollar"
"TWD/XOF";"Exotic-Cross";"Taiwan Dollar";"West African CFA franc"
"TWD/ZAR";"Exotic-Cross";"Taiwan Dollar";"South African Rand"
"UAH/KZT";"Minor";"Ukrainian Hryvnia";"Kazakh Tenge"
"UAH/PLN";"Minor";"Ukrainian Hryvnia";"Polish Zloty"
"UAH/RUB";"Exotic-Cross";"Ukrainian Hryvnia";"Russian Ruble"
"UAH/USD";"Minor";"Ukrainian Hryvnia";"US Dollar"
"USD/AED";"Exotic";"US Dollar";"UAE Dirham"
"USD/AFN";"Minor";"US Dollar";"Afghanistan Afghani"
"USD/ALL";"Exotic";"US Dollar";"Albanian Lek"
"USD/AMD";"Exotic";"US Dollar";"Armenian Dram"
"USD/AOA";"Minor";"US Dollar";"Angolan kwanza"
"USD/ARS";"Exotic";"US Dollar";"Argentinian Peso"
"USD/AUD";"Major";"US Dollar";"Australian Dollar"
"USD/AWG";"Major";"US Dollar";"Aruban Florin"
"USD/AZN";"Exotic";"US Dollar";"Azerbaijani Manat"
"USD/BAM";"Exotic";"US Dollar";"Bosnian and Herzegovina Convertible Mark"
"USD/BBD";"Exotic";"US Dollar";"Barbadian Dollar"
"USD/BDT";"Exotic";"US Dollar";"Bangladeshi Taka"
"USD/BGN";"Exotic";"US Dollar";"Bulgarian Lev"
"USD/BHD";"Exotic";"US Dollar";"Baharain Dinar"
"USD/BIF";"Exotic";"US Dollar";"Burundian Franc"
"USD/BND";"Exotic";"US Dollar";"Brunei Dollar"
"USD/BOB";"Exotic";"US Dollar";"Bolivian Boliviano"
"USD/BRL";"Exotic";"US Dollar";"Brazil Real"
"USD/BSD";"Exotic";"US Dollar";"Bahamas Dollar"
"USD/BTN";"Major";"US Dollar";"Bhutanese Ngultrum"
"USD/BWP";"Exotic";"US Dollar";"Botswana Pula"
"USD/BYN";"Exotic-Cross";"US Dollar";"Belarusian Ruble"
"USD/BZD";"Exotic";"US Dollar";"Belize Dollar"
"USD/CAD";"Major";"US Dollar";"Canadian Dollar"
"USD/CDF";"Major";"US Dollar";"Congolese Franc"
"USD/CHF";"Major";"US Dollar";"Swiss Franc"
"USD/CLP";"Exotic";"US Dollar";"Chilean Peso"
"USD/CNH";"Exotic";"US Dollar";"Chinese Yuan (Offshore)"
"USD/CNY";"Exotic";"US Dollar";"Chinese Yuan"
"USD/COP";"Exotic";"US Dollar";"Colombian Peso"
"USD/CRC";"Exotic";"US Dollar";"Costa Rican Colon"
"USD/CUP";"Exotic";"US Dollar";"Cuban Peso"
"USD/CVE";"Major";"US Dollar";"Cape Verdean Escudo"
"USD/CZK";"Exotic";"US Dollar";"Czech Koruna"
"USD/DJF";"Exotic";"US Dollar";"Djiboutian Franc"
"USD/DKK";"Exotic";"US Dollar";"Danish Krone"
"USD/DOP";"Exotic";"US Dollar";"Dominican Peso"
"USD/DZD";"Exotic";"US Dollar";"Algerian Dinar"
"USD/EGP";"Exotic";"US Dollar";"Egyptian Pound"
"USD/ETB";"Exotic";"US Dollar";"Ethiopian Birr"
"USD/EUR";"Major";"US Dollar";"Euro"
"USD/FJD";"Exotic";"US Dollar";"Fiji Dollar"
"USD/GBP";"Major";"US Dollar";"British Pound"
"USD/GEL";"Exotic";"US Dollar";"Georgian lari"
"USD/GHS";"Exotic";"US Dollar";"Ghanaian Cedi"
"USD/GMD";"Exotic";"US Dollar";"Gambian Dalasi"
"USD/GNF";"Exotic";"US Dollar";"Guinean Franc"
"USD/GTQ";"Exotic";"US Dollar";"Guatemalan Quetzal"
"USD/GYD";"Major";"US Dollar";"Guyanese Dollar"
"USD/HKD";"Exotic";"US Dollar";"Hong Kong Dollar"
"USD/HNL";"Exotic";"US Dollar";"Honduran Lempira"
"USD/HTG";"Exotic";"US Dollar";"Haitian Gourde"
"USD/HUF";"Exotic";"US Dollar";"Hungarian Forint"
"USD/IDR";"Exotic";"US Dollar";"Indonesian Rupiah"
"USD/ILS";"Exotic";"US Dollar";"Israeli Shekel"
"USD/INR";"Exotic";"US Dollar";"Indian Rupee"
"USD/IQD";"Exotic";"US Dollar";"Iraqi Dinar"
"USD/IRR";"Exotic";"US Dollar";"Iranian Rial"
"USD/ISK";"Exotic";"US Dollar";"Icelandic Krona"
"USD/JMD";"Exotic";"US Dollar";"Jamaican Dollar"
"USD/JOD";"Exotic";"US Dollar";"Jordan Dinar"
"USD/JPY";"Major";"US Dollar";"Japanese Yen"
"USD/KES";"Exotic";"US Dollar";"Kenyan Shilling"
"USD/KHR";"Exotic";"US Dollar";"Cambodian Riel"
"USD/KMF";"Exotic";"US Dollar";"Comorian Franc"
"USD/KRW";"Exotic";"US Dollar";"Korean Won"
"USD/KWD";"Exotic";"US Dollar";"Kuwaiti Dinar"
"USD/KZT";"Exotic";"US Dollar";"Kazakh Tenge"
"USD/LAK";"Exotic";"US Dollar";"Lao Kip"
"USD/LBP";"Exotic";"US Dollar";"Lebanese Pound"
"USD/LKR";"Exotic";"US Dollar";"Sri Lankan Rupee"
"USD/LRD";"Major";"US Dollar";"Liberian Dollar"
"USD/LSL";"Exotic";"US Dollar";"Lesotho loti"
"USD/LYD";"Exotic";"US Dollar";"Libyan Dinar"
"USD/MAD";"Exotic";"US Dollar";"Moroccan Dirham"
"USD/MDL";"Exotic";"US Dollar";"Moldovan Leu"
"USD/MGA";"Exotic";"US Dollar";"Malagasy Ariary"
"USD/MKD";"Exotic";"US Dollar";"Macedonian Denar"
"USD/MMK";"Exotic";"US Dollar";"Myanmar kyat"
"USD/MNT";"Minor";"US Dollar";"Mongolian Tugrik"
"USD/MOP";"Exotic";"US Dollar";"Macanese Pataca"
"USD/MRU";"Major";"US Dollar";"Mauritanian Ouguiya"
"USD/MUR";"Exotic";"US Dollar";"Mauritian Rupee"
"USD/MVR";"Exotic";"US Dollar";"Maldivian Rufiyaa"
"USD/MWK";"Exotic";"US Dollar";"Malawian Kwacha"
"USD/MXN";"Exotic";"US Dollar";"Mexican Peso"
"USD/MYR";"Exotic";"US Dollar";"Malaysian Ringgit"
"USD/MZN";"Exotic";"US Dollar";"Mozambican Metical"
"USD/NAD";"Exotic";"US Dollar";"Namibian Dollar"
"USD/NGN";"Exotic";"US Dollar";"Nigerian Naira"
"USD/NIO";"Exotic";"US Dollar";"Nicaraguan Cordoba"
"USD/NOK";"Exotic";"US Dollar";"Norwegian Krone"
"USD/NPR";"Exotic";"US Dollar";"Nepalese Rupee"
"USD/NZD";"Major";"US Dollar";"New Zealand Dollar"
"USD/OMR";"Exotic";"US Dollar";"Omani Rial"
"USD/PAB";"Exotic";"US Dollar";"Panamanian Balboa"
"USD/PEN";"Exotic";"US Dollar";"Peru Sol"
"USD/PGK";"Exotic";"US Dollar";"Papua New Guinean kina"
"USD/PHP";"Exotic";"US Dollar";"Philippine Peso"
"USD/PKR";"Exotic";"US Dollar";"Pakistani Rupee"
"USD/PLN";"Exotic";"US Dollar";"Polish Zloty"
"USD/PYG";"Exotic";"US Dollar";"Paraguayan Guarani"
"USD/QAR";"Exotic";"US Dollar";"Qatari Riyal"
"USD/RON";"Exotic";"US Dollar";"Romanian Leu"
"USD/RSD";"Exotic";"US Dollar";"Serbian Dinar"
"USD/RUB";"Minor";"US Dollar";"Russian Ruble"
"USD/RWF";"Exotic";"US Dollar";"Rwandan Franc"
"USD/SAR";"Exotic";"US Dollar";"Saudi Riyal"
"USD/SBD";"Major";"US Dollar";"Solomon Islands Dollar"
"USD/SCR";"Exotic";"US Dollar";"Seychelles Rupee"
"USD/SDG";"Exotic";"US Dollar";"Sudanese Pound"
"USD/SEK";"Exotic";"US Dollar";"Swedish Krona"
"USD/SGD";"Exotic";"US Dollar";"Singapore Dollar"
"USD/SLE";"Major";"US Dollar";"Sierra Leonean Leone"
"USD/SOS";"Exotic";"US Dollar";"Somali Shilling"
"USD/SRD";"Major";"US Dollar";"Surinamese Dollar"
"USD/STN";"Major";"US Dollar";"São Tomé and Príncipe Dobra"
"USD/SVC";"Exotic";"US Dollar";"El Salvador Colon"
"USD/SYP";"Exotic";"US Dollar";"Syrian Pound"
"USD/SZL";"Exotic";"US Dollar";"Swazi Lilangeni"
"USD/THB";"Exotic";"US Dollar";"Thai Baht"
"USD/TJS";"Minor";"US Dollar";"Tajikistani somoni"
"USD/TMT";"Minor";"US Dollar";"Turkmenistan manat"
"USD/TND";"Exotic";"US Dollar";"Tunisian Dinar"
"USD/TOP";"Major";"US Dollar";"Tongan Paʻanga"
"USD/TRY";"Exotic";"US Dollar";"Turkish Lira"
"USD/TTD";"Exotic";"US Dollar";"Trinidad Dollar"
"USD/TWD";"Exotic";"US Dollar";"Taiwan Dollar"
"USD/TZS";"Exotic";"US Dollar";"Tanzanian Shilling"
"USD/UAH";"Exotic";"US Dollar";"Ukrainian Hryvnia"
"USD/UGX";"Exotic";"US Dollar";"Ugandan Shilling"
"USD/UYU";"Exotic";"US Dollar";"Uruguayan Peso"
"USD/UZS";"Exotic";"US Dollar";"Uzbekistani Sum"
"USD/VES";"Major";"US Dollar";"Venezuelan Bolívar Soberano"
"USD/VND";"Exotic";"US Dollar";"Vietnamese Dong"
"USD/VUV";"Exotic";"US Dollar";"Vanuatu vatu"
"USD/WST";"Major";"US Dollar";"Samoan Tala"
"USD/XAF";"Exotic";"US Dollar";"Central African CFA franc"
"USD/XCD";"Exotic";"US Dollar";"East Caribbean Dollar"
"USD/XOF";"Exotic";"US Dollar";"West African CFA franc"
"USD/XPF";"Exotic";"US Dollar";"French Pacific Franc"
"USD/YER";"Exotic";"US Dollar";"Yemeni Rial"
"USD/ZAR";"Exotic";"US Dollar";"South African Rand"
"USD/ZMW";"Exotic";"US Dollar";"Zambia Kwacha"
"UYU/USD";"Exotic";"Uruguayan Peso";"US Dollar"
"VEF/AED";"Exotic-Cross";"Venezuelan Bolivar";"UAE Dirham"
"VEF/AUD";"Exotic-Cross";"Venezuelan Bolivar";"Australian Dollar"
"VEF/BBD";"Exotic-Cross";"Venezuelan Bolivar";"Barbadian Dollar"
"VEF/BHD";"Exotic-Cross";"Venezuelan Bolivar";"Baharain Dinar"
"VEF/CNY";"Exotic-Cross";"Venezuelan Bolivar";"Chinese Yuan"
"VEF/CZK";"Exotic-Cross";"Venezuelan Bolivar";"Czech Koruna"
"VEF/DKK";"Exotic-Cross";"Venezuelan Bolivar";"Danish Krone"
"VEF/EGP";"Exotic-Cross";"Venezuelan Bolivar";"Egyptian Pound"
"VEF/HKD";"Exotic-Cross";"Venezuelan Bolivar";"Hong Kong Dollar"
"VEF/HUF";"Exotic-Cross";"Venezuelan Bolivar";"Hungarian Forint"
"VEF/IDR";"Exotic-Cross";"Venezuelan Bolivar";"Indonesian Rupiah"
"VEF/ILS";"Exotic-Cross";"Venezuelan Bolivar";"Israeli Shekel"
"VEF/INR";"Exotic-Cross";"Venezuelan Bolivar";"Indian Rupee"
"VEF/ISK";"Exotic-Cross";"Venezuelan Bolivar";"Icelandic Krona"
"VEF/JMD";"Exotic-Cross";"Venezuelan Bolivar";"Jamaican Dollar"
"VEF/JOD";"Exotic-Cross";"Venezuelan Bolivar";"Jordan Dinar"
"VEF/JPY";"Exotic-Cross";"Venezuelan Bolivar";"Japanese Yen"
"VEF/KES";"Exotic-Cross";"Venezuelan Bolivar";"Kenyan Shilling"
"VEF/KRW";"Exotic-Cross";"Venezuelan Bolivar";"Korean Won"
"VEF/LBP";"Exotic-Cross";"Venezuelan Bolivar";"Lebanese Pound"
"VEF/LKR";"Exotic-Cross";"Venezuelan Bolivar";"Sri Lankan Rupee"
"VEF/MAD";"Exotic-Cross";"Venezuelan Bolivar";"Moroccan Dirham"
"VEF/MYR";"Exotic-Cross";"Venezuelan Bolivar";"Malaysian Ringgit"
"VEF/NAD";"Exotic-Cross";"Venezuelan Bolivar";"Namibian Dollar"
"VEF/NOK";"Exotic-Cross";"Venezuelan Bolivar";"Norwegian Krone"
"VEF/NPR";"Exotic-Cross";"Venezuelan Bolivar";"Nepalese Rupee"
"VEF/NZD";"Exotic-Cross";"Venezuelan Bolivar";"New Zealand Dollar"
"VEF/OMR";"Exotic-Cross";"Venezuelan Bolivar";"Omani Rial"
"VEF/PAB";"Exotic-Cross";"Venezuelan Bolivar";"Panamanian Balboa"
"VEF/PHP";"Exotic-Cross";"Venezuelan Bolivar";"Philippine Peso"
"VEF/PKR";"Exotic-Cross";"Venezuelan Bolivar";"Pakistani Rupee"
"VEF/PLN";"Exotic-Cross";"Venezuelan Bolivar";"Polish Zloty"
"VEF/QAR";"Exotic-Cross";"Venezuelan Bolivar";"Qatari Riyal"
"VEF/RON";"Exotic-Cross";"Venezuelan Bolivar";"Romanian Leu"
"VEF/RUB";"Exotic-Cross";"Venezuelan Bolivar";"Russian Ruble"
"VEF/SAR";"Exotic-Cross";"Venezuelan Bolivar";"Saudi Riyal"
"VEF/SEK";"Exotic-Cross";"Venezuelan Bolivar";"Swedish Krona"
"VEF/SGD";"Exotic-Cross";"Venezuelan Bolivar";"Singapore Dollar"
"VEF/TRY";"Exotic-Cross";"Venezuelan Bolivar";"Turkish Lira"
"VEF/TWD";"Exotic-Cross";"Venezuelan Bolivar";"Taiwan Dollar"
"VEF/XAF";"Exotic-Cross";"Venezuelan Bolivar";"Central African CFA franc"
"VEF/XCD";"Exotic-Cross";"Venezuelan Bolivar";"East Caribbean Dollar"
"VEF/XOF";"Exotic-Cross";"Venezuelan Bolivar";"West African CFA franc"
"VEF/ZAR";"Exotic-Cross";"Venezuelan Bolivar";"South African Rand"
"VND/USD";"Minor";"Vietnamese Dong";"US Dollar"
"VND/XAF";"Exotic-Cross";"Vietnamese Dong";"Central African CFA franc"
"XDR/USD";"Major";"Special Drawing Rights";"US Dollar"
"ZAR/AED";"Exotic-Cross";"South African Rand";"UAE Dirham"
"ZAR/ARS";"Exotic-Cross";"South African Rand";"Argentinian Peso"
"ZAR/AUD";"Exotic-Cross";"South African Rand";"Australian Dollar"
"ZAR/BBD";"Exotic-Cross";"South African Rand";"Barbadian Dollar"
"ZAR/BHD";"Exotic-Cross";"South African Rand";"Baharain Dinar"
"ZAR/BRL";"Exotic-Cross";"South African Rand";"Brazil Real"
"ZAR/BWP";"Exotic-Cross";"South African Rand";"Botswana Pula"
"ZAR/CAD";"Exotic-Cross";"South African Rand";"Canadian Dollar"
"ZAR/CHF";"Exotic-Cross";"South African Rand";"Swiss Franc"
"ZAR/CNY";"Exotic-Cross";"South African Rand";"Chinese Yuan"
"ZAR/DKK";"Exotic-Cross";"South African Rand";"Danish Krone"
"ZAR/EGP";"Exotic-Cross";"South African Rand";"Egyptian Pound"
"ZAR/EUR";"Exotic-Cross";"South African Rand";"Euro"
"ZAR/GBP";"Exotic-Cross";"South African Rand";"British Pound"
"ZAR/HKD";"Exotic-Cross";"South African Rand";"Hong Kong Dollar"
"ZAR/IDR";"Exotic-Cross";"South African Rand";"Indonesian Rupiah"
"ZAR/INR";"Exotic-Cross";"South African Rand";"Indian Rupee"
"ZAR/JMD";"Exotic-Cross";"South African Rand";"Jamaican Dollar"
"ZAR/JPY";"Exotic-Cross";"South African Rand";"Japanese Yen"
"ZAR/KES";"Exotic-Cross";"South African Rand";"Kenyan Shilling"
"ZAR/KRW";"Exotic-Cross";"South African Rand";"Korean Won"
"ZAR/LBP";"Exotic-Cross";"South African Rand";"Lebanese Pound"
"ZAR/LKR";"Exotic-Cross";"South African Rand";"Sri Lankan Rupee"
"ZAR/MXN";"Exotic-Cross";"South African Rand";"Mexican Peso"
"ZAR/MYR";"Exotic-Cross";"South African Rand";"Malaysian Ringgit"
"ZAR/NAD";"Exotic-Cross";"South African Rand";"Namibian Dollar"
"ZAR/NOK";"Exotic-Cross";"South African Rand";"Norwegian Krone"
"ZAR/NPR";"Exotic-Cross";"South African Rand";"Nepalese Rupee"
"ZAR/NZD";"Exotic-Cross";"South African Rand";"New Zealand Dollar"
"ZAR/PAB";"Exotic-Cross";"South African Rand";"Panamanian Balboa"
"ZAR/PHP";"Exotic-Cross";"South African Rand";"Philippine Peso"
"ZAR/PKR";"Exotic-Cross";"South African Rand";"Pakistani Rupee"
"ZAR/PLN";"Exotic-Cross";"South African Rand";"Polish Zloty"
"ZAR/RON";"Exotic-Cross";"South African Rand";"Romanian Leu"
"ZAR/RUB";"Exotic-Cross";"South African Rand";"Russian Ruble"
"ZAR/SEK";"Exotic-Cross";"South African Rand";"Swedish Krona"
"ZAR/SGD";"Exotic-Cross";"South African Rand";"Singapore Dollar"
"ZAR/THB";"Exotic-Cross";"South African Rand";"Thai Baht"
"ZAR/TWD";"Exotic-Cross";"South African Rand";"Taiwan Dollar"
"ZAR/USD";"Exotic";"South African Rand";"US Dollar"
"ZAR/VEF";"Exotic-Cross";"South African Rand";"Venezuelan Bolivar"
"ZAR/XAF";"Exotic-Cross";"South African Rand";"Central African CFA franc"
"ZAR/XCD";"Exotic-Cross";"South African Rand";"East Caribbean Dollar"
"ZAR/XOF";"Exotic-Cross";"South African Rand";"West African CFA franc"
